text,aspect,label,
"Granted we were just the girls, but this would also be a great date spot b/c the ambiance is chic and bustling yet you can also hear the conversation at your own table rather than a loud din or worse, someone else's conversation.",miscellaneous,neutral,TRAINU_00137_001
"Granted we were just the girls, but this would also be a great date spot b/c the ambiance is chic and bustling yet you can also hear the conversation at your own table rather than a loud din or worse, someone else's conversation.",ambience,positive,TRAINU_00137_002
"the kimchi and other sides were off, the rice had red bean mixed in, and the waitress gave us a double order of the bulgogi instead of two single orders of different meats.",food,neutral,TRAINU_00138_001
"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.",ambience,positive,TRAINU_00139_001
"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.",food,positive,TRAINU_00139_002
"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.",price,positive,TRAINU_00139_003
"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.",staff,positive,TRAINU_00139_004
the staff knows the regulars by name and the sushi chef even yells goodbye from behind the bar.,staff,positive,TRAINU_00140_001
the staff knows the regulars by name and the sushi chef even yells goodbye from behind the bar.,place,neutral,TRAINU_00140_002
"The festive crew serves from a gigantic menu of American classics: chili, burgers, cobb salads, baked potatoes, wings, philly cheesesteaks, club sandwiches, you name it.",staff,positive,TRAINU_00141_001
"The festive crew serves from a gigantic menu of American classics: chili, burgers, cobb salads, baked potatoes, wings, philly cheesesteaks, club sandwiches, you name it.",food,positive,TRAINU_00141_003
The food was awesome if you can deal with wait staff who you can hardly ever find.,food,positive,TRAINU_00143_001
"Great when the band is playing, not so great when there's a large party at the bar.",staff,negative,TRAINU_00144_001
"Great when the band is playing, not so great when there's a large party at the bar.",place,neutral,TRAINU_00144_002
The portions are like a buffett for breakfast.,miscellaneous,positive,TRAINU_00145_001
The portions are like a buffett for breakfast.,food,neutral,TRAINU_00145_002
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude.",ambience,negative,TRAINU_00146_001
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude.",staff,negative,TRAINU_00146_002
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude.",service,negative,TRAINU_00146_003
"The food is worth it, but I suggest you order delivery, so that you don't have to read old issues of Robb Report while you wait forever in a small and hot room.",food,positive,TRAINU_00147_001
"The food is worth it, but I suggest you order delivery, so that you don't have to read old issues of Robb Report while you wait forever in a small and hot room.",place,neutral,TRAINU_00147_003
"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",staff,negative,TRAINU_00148_001
"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",food,neutral,TRAINU_00148_002
"Our waitress couldn't tell us what was in the seafood special, forgot to put in our oyster order so it came at the same time as the main meals, wasn't able to provide a confident recommendation from the menu, and had to be flagged several times for drinks.",menu,neutral,TRAINU_00148_003
"Fun atmosphere, good beer selection, but meals were skimpy portions on big plates and the service was weak - never had the same server/waitperson come back twice.",ambience,positive,TRAINU_00149_001
"Fun atmosphere, good beer selection, but meals were skimpy portions on big plates and the service was weak - never had the same server/waitperson come back twice.",miscellaneous,negative,TRAINU_00149_002
"Fun atmosphere, good beer selection, but meals were skimpy portions on big plates and the service was weak - never had the same server/waitperson come back twice.",service,negative,TRAINU_00149_003
"After we waited nearly 25 minutes for our food (the place wasnt crowded), our waiter forgot some of our order and brought out a salad when we asked for everything to come out all at once.",food,neutral,TRAINU_00150_001
"After we waited nearly 25 minutes for our food (the place wasnt crowded), our waiter forgot some of our order and brought out a salad when we asked for everything to come out all at once.",staff,negative,TRAINU_00150_002
after the main course the waitress brought desert menus and never came back.,staff,negative,TRAINU_00151_001
There is actually space to breathe and the decor sets the tone for an intimate dinner.,place,positive,TRAINU_00152_001
There is actually space to breathe and the decor sets the tone for an intimate dinner.,ambience,positive,TRAINU_00152_002
He was not accommodating at all and the handful of dishes I sampled that night failed to compare to anything you would find elsewhere in the city for less than half the price.,price,neutral,TRAINU_00153_002
"The menu features mild versions of Lone Star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.",menu,neutral,TRAINU_00154_001
"The Scene Superfine is an easygoing, instantly appreciable neighborhood hangout that boasts a kitchen staff armed with serious cooking chops.",miscellaneous,positive,TRAINU_00155_001
"The Scene Superfine is an easygoing, instantly appreciable neighborhood hangout that boasts a kitchen staff armed with serious cooking chops.",staff,positive,TRAINU_00155_002
